ACC_0238,ACC_0262,632
ACC_0295,ACC_0186,4756
ACC_0190,ACC_0106,3198
ACC_0155,ACC_0136,1991
ACC_0299,ACC_0128,3558
ACC_0143,ACC_0239,4039
ACC_0142,ACC_0291,4629
ACC_0128,ACC_0177,1949
ACC_0250,ACC_0271,1315
ACC_0237,ACC_0229,3647
ACC_0102,ACC_0226,3889
ACC_0121,ACC_0146,4280
ACC_0133,ACC_0181,4700
ACC_0147,ACC_0123,1838
ACC_0112,ACC_0107,977
ACC_0242,ACC_0190,683
ACC_0267,ACC_0137,3761
ACC_0238,ACC_0124,4027
ACC_0114,ACC_0254,1860
ACC_0190,ACC_0113,112
ACC_0162,ACC_0205,3921
ACC_0157,ACC_0201,4006
ACC_0216,ACC_0208,4387
ACC_0181,ACC_0140,3885
ACC_0161,ACC_0119,286
ACC_0298,ACC_0162,3543
ACC_0291,ACC_0145,2993
ACC_0171,ACC_0144,1341
ACC_0218,ACC_0290,447
ACC_0269,ACC_0202,1191
ACC_0191,ACC_0200,4170
ACC_0269,ACC_0270,2465
ACC_0185,ACC_0179,3216
ACC_0177,ACC_0193,2779
ACC_0216,ACC_0256,1893
ACC_0202,ACC_0156,832
ACC_0251,ACC_0224,1497
ACC_0158,ACC_0141,2184
ACC_0155,ACC_0136,719
ACC_0203,ACC_0233,2605
ACC_0123,ACC_0292,2442
ACC_0216,ACC_0267,4016
ACC_0280,ACC_0117,2642
ACC_0114,ACC_0156,4190
ACC_0249,ACC_0223,4294
ACC_0258,ACC_0176,4438
ACC_0212,ACC_0178,1825
ACC_0165,ACC_0175,4966
ACC_0296,ACC_0109,3089
ACC_0245,ACC_0217,4854
ACC_0251,ACC_0268,3153
ACC_0214,ACC_0260,1638
ACC_0189,ACC_0178,3414
ACC_0273,ACC_0192,3934
ACC_0105,ACC_0134,1584
ACC_0152,ACC_0260,4288
ACC_0102,ACC_0158,1585
ACC_0121,ACC_0135,2494
ACC_0210,ACC_0216,4691
ACC_0290,ACC_0289,434
ACC_0189,ACC_0202,89
ACC_0194,ACC_0143,4809
ACC_0123,ACC_0129,4553
ACC_0288,ACC_0186,2122
ACC_0210,ACC_0278,179
ACC_0173,ACC_0246,3594
ACC_0103,ACC_0171,1116
ACC_0132,ACC_0173,1991
ACC_0196,ACC_0285,4482
ACC_0196,ACC_0167,1684
ACC_0218,ACC_0239,2704
ACC_0216,ACC_0248,2357
ACC_0131,ACC_0255,4126
ACC_0167,ACC_0196,517
ACC_0224,ACC_0100,290
ACC_0122,ACC_0168,4142
ACC_0233,ACC_0280,1491
ACC_0241,ACC_0268,2693
ACC_0260,ACC_0200,3466
ACC_0122,ACC_0264,66
ACC_0115,ACC_0147,1530
ACC_0266,ACC_0216,2891
ACC_0140,ACC_0173,4803
ACC_0182,ACC_0237,767
ACC_0251,ACC_0161,3885
ACC_0246,ACC_0137,1711
ACC_0212,ACC_0280,4191
ACC_0159,ACC_0249,646
ACC_0115,ACC_0111,4455
ACC_0118,ACC_0173,1296
ACC_0266,ACC_0250,2031
ACC_0104,ACC_0152,2180
ACC_0190,ACC_0290,2741
ACC_0198,ACC_0277,1702
ACC_0168,ACC_0197,119
ACC_0267,ACC_0170,1221
ACC_0271,ACC_0125,4614
ACC_0255,ACC_0284,2268
ACC_0161,ACC_0265,4652
ACC_0173,ACC_0159,3710
ACC_0288,ACC_0267,1247
ACC_0161,ACC_0183,3114
ACC_0254,ACC_0126,1415
ACC_0168,ACC_0299,3786
ACC_0253,ACC_0212,1839
ACC_0132,ACC_0126,2760
ACC_0130,ACC_0112,625
ACC_0269,ACC_0187,652
ACC_0243,ACC_0299,2222
ACC_0191,ACC_0119,4185
ACC_0253,ACC_0296,1412
ACC_0169,ACC_0163,695
ACC_0220,ACC_0228,1024
ACC_0132,ACC_0224,1321
ACC_0267,ACC_0118,2481
ACC_0192,ACC_0235,4966
ACC_0159,ACC_0298,3312
ACC_0140,ACC_0158,3196
ACC_0248,ACC_0290,1563
ACC_0222,ACC_0196,3481
ACC_0255,ACC_0296,4826
ACC_0268,ACC_0162,3982
ACC_0273,ACC_0269,804
ACC_0258,ACC_0176,3824
ACC_0179,ACC_0230,2977
ACC_0202,ACC_0255,2410
ACC_0297,ACC_0239,4216
ACC_0281,ACC_0158,3963
ACC_0132,ACC_0256,776
ACC_0210,ACC_0214,542
ACC_0218,ACC_0143,1536
ACC_0149,ACC_0179,3574
ACC_0166,ACC_0133,2748
ACC_0224,ACC_0221,1070
ACC_0202,ACC_0145,348
ACC_0254,ACC_0156,3086
ACC_0179,ACC_0296,2246
ACC_0273,ACC_0137,2838
ACC_0129,ACC_0124,3140
ACC_0295,ACC_0193,260
ACC_0195,ACC_0187,4452
ACC_0167,ACC_0182,1430
ACC_0213,ACC_0288,734
ACC_0184,ACC_0120,921
ACC_0200,ACC_0104,385
ACC_0206,ACC_0251,4754
ACC_0115,ACC_0153,2857
ACC_0242,ACC_0249,1629
ACC_0290,ACC_0166,4371
ACC_0255,ACC_0163,2419
ACC_0124,ACC_0180,2841
ACC_0140,ACC_0241,4063
ACC_0112,ACC_0183,466
ACC_0100,ACC_0210,2168
ACC_0229,ACC_0274,3716
ACC_0182,ACC_0224,234
ACC_0249,ACC_0184,4847
ACC_0215,ACC_0255,154
ACC_0275,ACC_0171,538
ACC_0207,ACC_0268,4386
ACC_0279,ACC_0172,371
ACC_0154,ACC_0285,1837
ACC_0266,ACC_0165,3060
ACC_0159,ACC_0161,1586
ACC_0172,ACC_0180,2858
ACC_0297,ACC_0145,3822
ACC_0270,ACC_0287,1247
ACC_0199,ACC_0109,4265
ACC_0188,ACC_0289,425
ACC_0178,ACC_0222,233
ACC_0261,ACC_0115,3123
ACC_0234,ACC_0118,4904
ACC_0112,ACC_0279,2551
ACC_0151,ACC_0134,167
ACC_0234,ACC_0188,2898
ACC_0211,ACC_0144,4944
ACC_0105,ACC_0228,1053
ACC_0186,ACC_0266,4330
ACC_0253,ACC_0178,1430
ACC_0113,ACC_0226,2205
ACC_0147,ACC_0217,3813
ACC_0124,ACC_0133,2448
ACC_0131,ACC_0103,740
ACC_0228,ACC_0242,3783
ACC_0121,ACC_0277,1891
ACC_0136,ACC_0242,1238
ACC_0146,ACC_0178,4801
ACC_0255,ACC_0191,3316
ACC_0221,ACC_0154,4092
ACC_0198,ACC_0192,2885
ACC_0233,ACC_0220,4482
ACC_0223,ACC_0101,186
ACC_0250,ACC_0192,1864
ACC_0231,ACC_0100,1241
ACC_0210,ACC_0106,3186
ACC_0235,ACC_0123,1313
ACC_0175,ACC_0164,209
ACC_0268,ACC_0195,1935
ACC_0155,ACC_0176,1628
ACC_0212,ACC_0177,2007
ACC_0235,ACC_0208,4792
ACC_0280,ACC_0230,1567
ACC_0127,ACC_0228,1363
ACC_0249,ACC_0133,2644
ACC_0287,ACC_0198,127
ACC_0113,ACC_0176,3455
ACC_0274,ACC_0132,4049
ACC_0109,ACC_0194,4080
ACC_0280,ACC_0132,4497
ACC_0264,ACC_0162,1293
ACC_0163,ACC_0105,364
ACC_0250,ACC_0252,1918
ACC_0236,ACC_0257,4979
ACC_0252,ACC_0205,4981
ACC_0158,ACC_0296,233
ACC_0139,ACC_0110,4336
ACC_0149,ACC_0109,3889
ACC_0155,ACC_0133,3870
ACC_0199,ACC_0253,3306
ACC_0241,ACC_0147,717
ACC_0195,ACC_0228,208
ACC_0268,ACC_0255,3315
ACC_0291,ACC_0200,2995
ACC_0109,ACC_0185,2145
ACC_0112,ACC_0113,1063
ACC_0212,ACC_0208,3220
ACC_0257,ACC_0249,3723
ACC_0163,ACC_0278,236
ACC_0133,ACC_0259,3390
ACC_0190,ACC_0103,2500
ACC_0141,ACC_0103,2093
ACC_0109,ACC_0264,1211
ACC_0294,ACC_0281,3469
ACC_0178,ACC_0241,338
ACC_0206,ACC_0213,456
ACC_0194,ACC_0106,4732
ACC_0155,ACC_0236,707
ACC_0181,ACC_0299,1419
ACC_0191,ACC_0214,1218
ACC_0140,ACC_0153,2217
ACC_0104,ACC_0251,3000
ACC_0226,ACC_0202,3931
ACC_0159,ACC_0271,306
ACC_0128,ACC_0282,2448
ACC_0189,ACC_0115,4689
ACC_0248,ACC_0232,4255
ACC_0294,ACC_0118,231
ACC_0290,ACC_0104,1296
ACC_0281,ACC_0135,3990
ACC_0203,ACC_0137,2634
ACC_0272,ACC_0296,4342
ACC_0169,ACC_0191,2375
ACC_0220,ACC_0265,3463
ACC_0246,ACC_0124,3091
ACC_0146,ACC_0151,1079
ACC_0112,ACC_0201,4988
ACC_0209,ACC_0234,4818
ACC_0112,ACC_0109,3911
ACC_0180,ACC_0161,4953
ACC_0272,ACC_0111,2488
ACC_0292,ACC_0250,1255
ACC_0259,ACC_0149,1878
ACC_0267,ACC_0225,3225
ACC_0185,ACC_0124,2656
ACC_0194,ACC_0156,2108
ACC_0193,ACC_0108,4755
ACC_0147,ACC_0143,3421
ACC_0165,ACC_0123,4634
ACC_0257,ACC_0199,4131
ACC_0118,ACC_0152,842
ACC_0296,ACC_0253,1536
ACC_0286,ACC_0115,179
ACC_0247,ACC_0210,413
ACC_0106,ACC_0285,3904
ACC_0155,ACC_0182,854
ACC_0214,ACC_0250,4611
ACC_0251,ACC_0206,1031
ACC_0287,ACC_0282,1651
ACC_0128,ACC_0185,2220
ACC_0237,ACC_0100,2849
ACC_0258,ACC_0179,4908
ACC_0207,ACC_0252,2338
ACC_0236,ACC_0242,1714
ACC_0152,ACC_0268,3225
ACC_0278,ACC_0165,2407
ACC_0217,ACC_0250,1732
ACC_0250,ACC_0221,1764
ACC_0136,ACC_0111,2703
ACC_0266,ACC_0161,2073
ACC_0164,ACC_0294,3723
ACC_0111,ACC_0263,3363
ACC_0119,ACC_0252,664
ACC_0267,ACC_0103,3815
ACC_0111,ACC_0274,792
ACC_0226,ACC_0164,3665
ACC_0285,ACC_0212,4785
ACC_0240,ACC_0274,2650
ACC_0131,ACC_0256,768
ACC_0173,ACC_0249,2592
ACC_0239,ACC_0219,4007
ACC_0294,ACC_0204,4895
ACC_0156,ACC_0291,3068
ACC_0153,ACC_0225,2895
ACC_0198,ACC_0271,3086
ACC_0223,ACC_0294,2437
ACC_0268,ACC_0139,4778
ACC_0241,ACC_0194,2382
ACC_0110,ACC_0130,1073
ACC_0126,ACC_0251,2480
ACC_0207,ACC_0166,4760
ACC_0140,ACC_0126,1192
ACC_0214,ACC_0268,3631
ACC_0160,ACC_0197,2442
ACC_0108,ACC_0290,2390
ACC_0207,ACC_0238,1216
ACC_0139,ACC_0197,1005
ACC_0154,ACC_0179,3906
ACC_0204,ACC_0298,1341
ACC_0273,ACC_0162,449
ACC_0214,ACC_0210,1295
ACC_0234,ACC_0290,2118
ACC_0193,ACC_0129,2158
ACC_0285,ACC_0262,1993
ACC_0286,ACC_0129,2207
ACC_0191,ACC_0194,3387
ACC_0260,ACC_0297,3613
ACC_0178,ACC_0226,2785
ACC_0263,ACC_0288,4470
ACC_0204,ACC_0118,4564
ACC_0288,ACC_0249,1872
ACC_0157,ACC_0256,1085
ACC_0147,ACC_0105,2677
ACC_0102,ACC_0289,3113
ACC_0237,ACC_0218,2698
ACC_0122,ACC_0100,75
ACC_0226,ACC_0108,4033
ACC_0190,ACC_0149,1669
ACC_0186,ACC_0118,927
ACC_0198,ACC_0244,3042
ACC_0286,ACC_0171,1770
ACC_0114,ACC_0285,2563
ACC_0264,ACC_0169,4776
ACC_0156,ACC_0294,1691
ACC_0238,ACC_0128,534
ACC_0208,ACC_0199,4898
ACC_0115,ACC_0129,1592
ACC_0213,ACC_0101,171
ACC_0202,ACC_0194,1347
ACC_0212,ACC_0146,4564
ACC_0110,ACC_0145,3335
ACC_0122,ACC_0201,2194
ACC_0186,ACC_0131,2262
ACC_0290,ACC_0274,3565
ACC_0158,ACC_0139,2109
ACC_0124,ACC_0282,2844
ACC_0267,ACC_0118,2681
ACC_0244,ACC_0101,4266
ACC_0225,ACC_0111,3913
ACC_0102,ACC_0200,1589
ACC_0259,ACC_0258,3909
ACC_0194,ACC_0256,1194
ACC_0274,ACC_0119,3384
ACC_0111,ACC_0282,4483
ACC_0270,ACC_0258,334
ACC_0221,ACC_0255,3625
ACC_0112,ACC_0184,956
ACC_0224,ACC_0282,354
ACC_0279,ACC_0162,4331
ACC_0137,ACC_0276,2123
ACC_0122,ACC_0177,404
ACC_0106,ACC_0163,1849
ACC_0128,ACC_0277,566
ACC_0238,ACC_0100,4618
ACC_0132,ACC_0196,163
ACC_0160,ACC_0209,3631
ACC_0160,ACC_0117,2681
ACC_0263,ACC_0254,1892
ACC_0107,ACC_0218,1863
ACC_0287,ACC_0159,2892
ACC_0274,ACC_0288,4146
ACC_0183,ACC_0226,3248
ACC_0298,ACC_0203,3756
ACC_0220,ACC_0202,3418
ACC_0160,ACC_0166,1741
ACC_0185,ACC_0128,311
ACC_0180,ACC_0251,4250
ACC_0203,ACC_0211,4943
ACC_0121,ACC_0132,1400
ACC_0281,ACC_0213,3725
ACC_0147,ACC_0242,1337
ACC_0103,ACC_0185,3715
ACC_0224,ACC_0168,688
ACC_0116,ACC_0103,374
ACC_0239,ACC_0111,4994
ACC_0265,ACC_0286,1257
ACC_0186,ACC_0222,983
ACC_0298,ACC_0254,4531
ACC_0270,ACC_0296,625
ACC_0234,ACC_0160,2440
ACC_0272,ACC_0110,4909
ACC_0163,ACC_0204,2236
ACC_0261,ACC_0164,4728
ACC_0215,ACC_0285,4781
ACC_0205,ACC_0257,190
ACC_0264,ACC_0249,4751
ACC_0180,ACC_0240,4329
ACC_0229,ACC_0150,2663
ACC_0291,ACC_0138,4945
ACC_0157,ACC_0198,3898
ACC_0234,ACC_0274,541
ACC_0189,ACC_0287,2382
ACC_0152,ACC_0161,2238
ACC_0184,ACC_0281,961
ACC_0171,ACC_0102,1196
ACC_0122,ACC_0219,4992
ACC_0147,ACC_0115,4587
ACC_0128,ACC_0115,2309
ACC_0245,ACC_0250,1593
ACC_0200,ACC_0203,4093
ACC_0276,ACC_0107,2914
ACC_0190,ACC_0171,3860
ACC_0285,ACC_0203,2719
ACC_0162,ACC_0246,614
ACC_0116,ACC_0128,4142
ACC_0179,ACC_0168,992
ACC_0137,ACC_0151,1192
ACC_0243,ACC_0247,3105
ACC_0276,ACC_0187,2940
ACC_0293,ACC_0192,4787
ACC_0196,ACC_0276,647
ACC_0299,ACC_0208,806
ACC_0176,ACC_0189,1219
ACC_0177,ACC_0292,547
ACC_0283,ACC_0243,4647
ACC_0244,ACC_0161,4676
ACC_0119,ACC_0169,2739
ACC_0113,ACC_0171,4816
ACC_0175,ACC_0253,2966
ACC_0130,ACC_0252,688
ACC_0154,ACC_0230,2040
ACC_0245,ACC_0105,1976
ACC_0147,ACC_0122,1536
ACC_0203,ACC_0252,4541
ACC_0183,ACC_0205,3766
ACC_0294,ACC_0174,3390
ACC_0200,ACC_0203,4843
ACC_0102,ACC_0121,2849
ACC_0197,ACC_0100,1003
ACC_0217,ACC_0160,4647
ACC_0280,ACC_0184,2220
ACC_0127,ACC_0231,364
ACC_0134,ACC_0135,2383
ACC_0266,ACC_0143,3275
ACC_0117,ACC_0225,3653
ACC_0118,ACC_0160,1844
ACC_0185,ACC_0270,4784
ACC_0209,ACC_0197,3088
ACC_0199,ACC_0107,3675
ACC_0291,ACC_0132,2336
ACC_0147,ACC_0288,1650
ACC_0229,ACC_0206,1526
ACC_0167,ACC_0156,223
ACC_0150,ACC_0251,1251
ACC_0274,ACC_0248,2206
ACC_0221,ACC_0188,310
ACC_0249,ACC_0140,2535
ACC_0138,ACC_0245,2260
ACC_0199,ACC_0173,4337
ACC_0181,ACC_0161,2276
ACC_0174,ACC_0110,363
ACC_0195,ACC_0190,2525
ACC_0144,ACC_0136,3112
ACC_0139,ACC_0278,2717
ACC_0272,ACC_0243,4928
ACC_0152,ACC_0156,1759
ACC_0158,ACC_0179,391
ACC_0298,ACC_0243,2881
ACC_0100,ACC_0221,778
ACC_0270,ACC_0218,4175
ACC_0195,ACC_0186,577
ACC_0175,ACC_0114,3707
ACC_0247,ACC_0232,1182
ACC_0218,ACC_0124,3626
ACC_0224,ACC_0252,761
ACC_0225,ACC_0151,1879
ACC_0130,ACC_0279,3424
ACC_0267,ACC_0100,3160
ACC_0269,ACC_0116,2788
ACC_0119,ACC_0122,2963
ACC_0109,ACC_0297,60
ACC_0100,ACC_0250,198
ACC_0195,ACC_0182,866
ACC_0270,ACC_0136,516
ACC_0250,ACC_0183,3042
ACC_0115,ACC_0214,807
ACC_0243,ACC_0288,3679
ACC_0174,ACC_0253,2794
ACC_0269,ACC_0101,4711
ACC_0188,ACC_0229,4514
ACC_0195,ACC_0279,181
ACC_0256,ACC_0143,970
ACC_0102,ACC_0145,4760
ACC_0241,ACC_0275,468
ACC_0144,ACC_0104,935
ACC_0280,ACC_0165,2354
ACC_0260,ACC_0200,393
ACC_0196,ACC_0147,4179
ACC_0249,ACC_0162,2077
ACC_0142,ACC_0151,4874
ACC_0175,ACC_0103,4017
ACC_0283,ACC_0250,4289
ACC_0180,ACC_0251,2413
ACC_0268,ACC_0186,2970
ACC_0114,ACC_0165,3368
ACC_0143,ACC_0153,2279
ACC_0241,ACC_0279,180
ACC_0181,ACC_0263,4597
ACC_0233,ACC_0211,2880
ACC_0151,ACC_0129,3652
ACC_0178,ACC_0223,562
ACC_0273,ACC_0182,444
ACC_0153,ACC_0193,981
ACC_0274,ACC_0211,4249
ACC_0220,ACC_0181,149
ACC_0269,ACC_0112,2088
ACC_0267,ACC_0213,4561
ACC_0187,ACC_0120,4706
ACC_0157,ACC_0260,4037
ACC_0177,ACC_0151,715
ACC_0264,ACC_0291,2368
ACC_0211,ACC_0271,2676
ACC_0142,ACC_0178,1576
ACC_0175,ACC_0190,2571
ACC_0224,ACC_0241,1696
ACC_0182,ACC_0246,4900
ACC_0259,ACC_0211,3220
ACC_0298,ACC_0123,1390
ACC_0221,ACC_0255,2153
ACC_0148,ACC_0184,3560
ACC_0114,ACC_0151,1659
ACC_0238,ACC_0213,978
ACC_0292,ACC_0259,4645
ACC_0280,ACC_0238,1676
ACC_0175,ACC_0291,3520
ACC_0151,ACC_0221,1668
ACC_0239,ACC_0214,3897
ACC_0159,ACC_0160,2166
ACC_0241,ACC_0180,4163
ACC_0279,ACC_0152,2201
ACC_0127,ACC_0223,3464
ACC_0229,ACC_0133,4278
ACC_0226,ACC_0108,2077
ACC_0206,ACC_0127,4088
ACC_0299,ACC_0193,401
ACC_0232,ACC_0231,2960
ACC_0279,ACC_0212,586
ACC_0277,ACC_0198,2816
ACC_0233,ACC_0113,194
ACC_0260,ACC_0106,4631
ACC_0170,ACC_0156,3332
ACC_0252,ACC_0206,2760
ACC_0276,ACC_0125,107
ACC_0253,ACC_0256,2002
ACC_0209,ACC_0154,1844
ACC_0264,ACC_0131,3748
ACC_0182,ACC_0277,2041
ACC_0275,ACC_0160,3216
ACC_0165,ACC_0190,4997
ACC_0246,ACC_0148,3679
ACC_0144,ACC_0111,318
ACC_0153,ACC_0273,214
ACC_0155,ACC_0250,3118
ACC_0186,ACC_0296,1921
ACC_0212,ACC_0133,3707
ACC_0162,ACC_0292,4030
ACC_0176,ACC_0162,4689
ACC_0109,ACC_0147,4642
ACC_0259,ACC_0271,1753
ACC_0176,ACC_0206,2512
ACC_0138,ACC_0149,2013
ACC_0259,ACC_0258,4819
ACC_0139,ACC_0276,1543
ACC_0141,ACC_0208,4242
ACC_0200,ACC_0277,2499
ACC_0207,ACC_0205,1124
ACC_0238,ACC_0278,3353
ACC_0179,ACC_0294,4818
ACC_0221,ACC_0214,1789
ACC_0268,ACC_0206,1822
ACC_0201,ACC_0286,1836
ACC_0263,ACC_0225,4577
ACC_0273,ACC_0197,138
ACC_0193,ACC_0219,1178
ACC_0123,ACC_0124,927
ACC_0286,ACC_0146,1277
ACC_0250,ACC_0102,3865
ACC_0232,ACC_0132,2969
ACC_0267,ACC_0202,1726
ACC_0181,ACC_0209,2236
ACC_0287,ACC_0196,4798
ACC_0162,ACC_0131,4470
ACC_0168,ACC_0212,4457
ACC_0196,ACC_0130,1566
ACC_0225,ACC_0120,2464
ACC_0242,ACC_0147,3863
ACC_0227,ACC_0291,4482
ACC_0107,ACC_0186,3461
ACC_0231,ACC_0178,4601
ACC_0236,ACC_0103,2899
ACC_0111,ACC_0170,2876
ACC_0194,ACC_0274,2902
ACC_0219,ACC_0107,2174
ACC_0109,ACC_0264,165
ACC_0216,ACC_0213,2158
ACC_0271,ACC_0109,1953
ACC_0170,ACC_0116,3641
ACC_0258,ACC_0207,4808
ACC_0216,ACC_0287,2630
ACC_0229,ACC_0143,860
ACC_0156,ACC_0160,4686
ACC_0151,ACC_0178,2138
ACC_0255,ACC_0104,1353
ACC_0275,ACC_0199,2052
ACC_0204,ACC_0170,127
ACC_0154,ACC_0146,3264
ACC_0151,ACC_0284,1164
ACC_0257,ACC_0192,3424
ACC_0189,ACC_0186,1779
ACC_0225,ACC_0267,3882
ACC_0204,ACC_0167,1072
ACC_0180,ACC_0151,1583
ACC_0282,ACC_0223,412
ACC_0234,ACC_0278,2852
ACC_0223,ACC_0110,1886
ACC_0186,ACC_0236,2248
ACC_0142,ACC_0279,445
ACC_0118,ACC_0287,2323
ACC_0117,ACC_0101,4542
ACC_0215,ACC_0106,1089
ACC_0164,ACC_0293,2875
ACC_0106,ACC_0281,4612
ACC_0228,ACC_0288,364
ACC_0110,ACC_0164,1275
ACC_0147,ACC_0132,2900
ACC_0285,ACC_0205,2150
ACC_0133,ACC_0264,3980
ACC_0152,ACC_0172,2422
ACC_0153,ACC_0170,298
ACC_0104,ACC_0143,1624
ACC_0154,ACC_0210,3622
ACC_0266,ACC_0142,1340
ACC_0291,ACC_0146,4388
ACC_0213,ACC_0277,850
ACC_0261,ACC_0208,4875
ACC_0160,ACC_0165,2425
ACC_0247,ACC_0213,3398
ACC_0299,ACC_0221,4641
ACC_0241,ACC_0249,1981
ACC_0139,ACC_0259,1438
ACC_0228,ACC_0142,2299
ACC_0150,ACC_0106,1808
ACC_0243,ACC_0162,401
ACC_0250,ACC_0127,4491
ACC_0253,ACC_0286,3892
ACC_0121,ACC_0230,1069
ACC_0279,ACC_0251,2198
ACC_0124,ACC_0162,3892
ACC_0256,ACC_0251,4529
ACC_0213,ACC_0143,3719
ACC_0168,ACC_0219,1895
ACC_0226,ACC_0162,2682
ACC_0263,ACC_0217,884
ACC_0293,ACC_0194,2592
ACC_0104,ACC_0204,4397
ACC_0107,ACC_0181,1919
ACC_0286,ACC_0249,3824
ACC_0223,ACC_0187,558
ACC_0129,ACC_0149,4730
ACC_0170,ACC_0164,2208
ACC_0257,ACC_0208,4376
ACC_0220,ACC_0163,1478
ACC_0248,ACC_0253,784
ACC_0254,ACC_0107,3756
ACC_0252,ACC_0130,2506
ACC_0181,ACC_0200,3257
ACC_0127,ACC_0225,3155
ACC_0109,ACC_0261,3421
ACC_0116,ACC_0257,359
ACC_0141,ACC_0128,944
ACC_0107,ACC_0233,1623
ACC_0103,ACC_0211,3950
ACC_0209,ACC_0100,956
ACC_0199,ACC_0177,4357
ACC_0180,ACC_0295,3866
ACC_0177,ACC_0211,1855
ACC_0201,ACC_0110,3894
ACC_0293,ACC_0193,4622
ACC_0176,ACC_0247,4450
ACC_0116,ACC_0243,3946
ACC_0249,ACC_0160,4152
ACC_0293,ACC_0140,4769
ACC_0165,ACC_0207,961
ACC_0145,ACC_0163,3615
ACC_0142,ACC_0262,788
ACC_0183,ACC_0195,2932
ACC_0298,ACC_0274,2803
ACC_0228,ACC_0273,297
ACC_0181,ACC_0122,648
ACC_0189,ACC_0123,2544
ACC_0240,ACC_0294,2441
ACC_0249,ACC_0195,4245
ACC_0190,ACC_0137,4857
ACC_0238,ACC_0146,3680
ACC_0224,ACC_0206,759
ACC_0231,ACC_0266,1293
ACC_0142,ACC_0299,2954
ACC_0115,ACC_0255,2943
ACC_0125,ACC_0188,1580
ACC_0215,ACC_0130,1224
ACC_0258,ACC_0287,2899
ACC_0248,ACC_0196,77
ACC_0154,ACC_0269,2494
ACC_0173,ACC_0151,1192
ACC_0197,ACC_0222,2136
ACC_0217,ACC_0220,805
ACC_0164,ACC_0195,4502
ACC_0283,ACC_0288,4390
ACC_0291,ACC_0140,744
ACC_0252,ACC_0125,3007
ACC_0197,ACC_0123,4941
ACC_0236,ACC_0192,1283
ACC_0202,ACC_0255,1692
ACC_0133,ACC_0230,949
ACC_0205,ACC_0251,923
